Description,Price,cumsum_price,cumsum_perc,cumperc
SANDALWOOD INCENSE IN TIN,7.5,1258152.8900000087,99.84727841696764,99.84430240906718
SET/2 CHRISTMAS DECOUPAGE CANDLES,7.5,1258160.3900000087,99.84787361854774,99.84489761064728
PINK LEAVES AND BEADS PHONE CHARM,7.5,1258167.8900000087,99.84846882012783,99.84549281222736
SET OF 4 POLKADOT COASTERS,7.5,1258145.3900000087,99.84668321538756,99.84608801380746
BIG POLKADOT MUG,7.5,1258122.8900000087,99.84489761064728,99.84668321538756
VENDETTA CANVAS PICTURE,7.5,1258130.3900000087,99.84549281222736,99.84727841696764
BLACKCHRISTMAS TREE 30CM,7.5,1258137.8900000087,99.84608801380746,99.84787361854774
WHITE  ROSEBUD PEARL BRACELET,7.5,1258107.8900000087,99.84370720748709,99.84846882012783
GREEN PAIR HEART HAIR SLIDES,7.5,1258115.3900000087,99.84430240906718,99.84906402170793
"HANGING FLOWERS+MIRROR,CLEAR",7.48,1258182.8700000087,99.8496576360838,99.8496576360838
FAIRY DREAMS INCENSE ,7.46,1258190.3300000087,99.85024966325547,99.85024966325547
BLUE HIBISCUS  HAIR CLIP,7.3500000000000005,1258197.6800000088,99.85083296080397,99.85083296080397
BLUE BLOSSOM HAIR CLIP,7.3500000000000005,1258205.0300000089,99.85141625835247,99.85141625835247
ARMY CAMO WRAPPING TAPE,7.33,1258212.360000009,99.85199796869676,99.85199796869676
ASSORTED EASTER DECORATIONS  BELLS,7.3100000000000005,1258219.670000009,99.85257809183682,99.85257809183682
PINK STAR CHRISTMAS DECORATION,7.27,1258226.940000009,99.85315504056847,99.85315504056847
VINTAGE BEAD CHAISE LONG JEWEL BOX,7.25,1258234.190000009,99.85373040209589,99.85373040209589
BAKING MOULD TOFFEE CUP CHOCOLATE,7.199999999999999,1258241.390000009,99.85430179561277,99.85430179561277
POSY SHOPPER BAG,7.17,1258248.560000009,99.85487080832334,99.85487080832334
SET/6 POSIES PAPER CUPS,7.15,1258255.7100000088,99.85543823382969,99.85543823382969
TEATIME ROUND PENCIL SHARPENER ,7.14,1258262.8500000087,99.85600486573392,99.85600486573392
BAG OF SILVER STONES,7.14,1258269.9900000086,99.85657149763817,99.85657149763817
PINK CHRISTMAS FLOCK DROPLET ,7.09,1258277.0800000087,99.85713416153189,99.85713416153189
CERAMIC HEART CAKE MONEY BANK,7.05,1258284.1300000087,99.85769365101717,99.85769365101717
SQUARE METAL CANDLEHOLDER BASE,7.01,1258291.1400000087,99.85824996609404,99.85824996609404
FUNKY GIRL ADDRESS BOOK,7.01,1258298.1500000088,99.8588062811709,99.8588062811709
CRACKED GLAZE NECKLACE BROWN,6.95,1258319.0000000086,99.86046094156356,99.85935783463512
EMPIRE TEDDY,6.95,1258305.1000000087,99.85935783463512,99.85990938809934
CRACKED GLAZE NECKLACE RED,6.95,1258312.0500000087,99.85990938809934,99.86046094156356
SILVER BLUE EGG T-LIGHT HOLDER,6.85,1258325.8500000087,99.8610045590067,99.8610045590067
FOLKART CHRISTMAS TREE T-LIGHT HOLD,6.84,1258332.6900000088,99.86154738284776,99.86154738284776
"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",6.8,1258353.090000009,99.86316633114562,99.86208703228039
PARTY PIZZA DISH BLUE WHITE SPOT ,6.8,1258339.4900000088,99.86208703228039,99.86262668171301
FLOWERS WALL THERMOMETER,6.8,1258359.890000009,99.86370598057826,99.86316633114562
HEN & 2 CHICKS IN BASKET,6.8,1258380.2900000091,99.86532492887612,99.86370598057826
PARTY PIZZA DISH PINK POLKADOT,6.8,1258373.490000009,99.8647852794435,99.86424563001087
6 RABBIT CHAIN EASTER,6.8,1258407.4900000093,99.8674835266066,99.8647852794435
HEN HOUSE W FAMILY IN BARN & NEST,6.8,1258366.690000009,99.86424563001087,99.86532492887612
PARTY PIZZA DISH BLUE POLKADOT,6.8,1258387.0900000092,99.86586457830875,99.86586457830875
SET/6 GREEN SPRING  PAPER PLATE,6.8,1258400.6900000093,99.86694387717398,99.86640422774136
IVORY SCULPTED RND CANDLE ,6.8,1258346.290000009,99.86262668171301,99.86694387717398
FLAT GLASS  BAUBLE WHITE FLOCK ,6.8,1258393.8900000092,99.86640422774136,99.8674835266066
ROSES ON BLUE TEACUP CANDLE ,6.76,1258421.0100000093,99.86855647665499,99.8680200016308
PINK BERTIE MOBILE PHONE CHARM,6.76,1258414.2500000093,99.8680200016308,99.86855647665499
ENGLISH ROSE TEA FOR ONE GIFT BOX,6.75,1258434.5100000093,99.86962783949916,99.86909215807707
"BISCUIT TIN, MINT,IVORY, VINTAGE",6.75,1258441.2600000093,99.87016352092124,99.86962783949916
DOOR MAT BLUE FLOCK,6.75,1258448.0100000093,99.87069920234333,99.87016352092124
VINTAGE BLUE VACUUM FLASK 0.5L ,6.75,1258427.7600000093,99.86909215807707,99.87069920234333
RED PUDDING SPOON,6.72,1258468.1700000092,99.8722991041906,99.87123250295909
TEATIME PUSH DOWN RUBBER,6.72,1258454.7300000093,99.87123250295909,99.87176580357485
HEAVENS SCENT FRAGRANCE OILS ASSTD,6.72,1258461.4500000093,99.87176580357485,99.8722991041906
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,6.7,1258474.8700000092,99.87283081760215,99.87283081760215
CARD BILLBOARD FONT,6.66,1258481.530000009,99.87335935660528,99.87335935660528
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,6.609999999999999,1258488.1400000092,99.87388392759787,99.87388392759787
PURPLE/BLUE CERAMIC CANDLE HOLDER,6.6,1258521.1400000097,99.87650281455032,99.87440770498836
DIAMANTE HAIR GRIP PACK/2 PERIDOT,6.6,1258527.7400000098,99.8770265919408,99.87493148237886
CUTE RABBIT CEATURE SCREEN ,6.6,1258507.9400000095,99.87545525976934,99.87545525976934
BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6,1258514.5400000096,99.87597903715982,99.87597903715982
CUTE BIRD CEATURE SCREEN,6.6,1258494.7400000093,99.87440770498836,99.87650281455032
DAISY HAIR BAND,6.6,1258501.3400000094,99.87493148237886,99.8770265919408
LETTER SHAPE PENCIL SHARPENER,6.5600000000000005,1258534.3000000098,99.87754719492287,99.87754719492287
BAKING MOULD ROSE WHITE CHOCOLATE,6.5,1258547.3000000098,99.8785788776617,99.87806303629228
"CAT BOWL, ENAMEL , CREAM COLOUR",6.5,1258540.8000000098,99.87806303629228,99.8785788776617
CERISE+GOLD CHRISTMAS STOCKING DEC,6.46,1258553.7600000098,99.87909154462268,99.87909154462268
BEADED CRYSTAL HEART PINK ON STICK,6.42,1258560.1800000097,99.87960103717523,99.87960103717523
DIAMANTE BOW BROOCH WHITE COLOUR,6.35,1258572.88000001,99.88060891185087,99.88010497451305
ORANGE FLOWER MUG ,6.35,1258566.5300000098,99.88010497451305,99.88060891185087
"NUMBER TILE COTTAGE GARDEN, No",6.300000000000001,1258591.78000001,99.88210881983271,99.88110888117816
TURQUOISE BERTIE GLASS BEAD CHARM,6.300000000000001,1258598.08000001,99.88260878916,99.88160885050543
AQUA BERTIE GLASS BEAD BAG CHARM,6.300000000000001,1258579.18000001,99.88110888117816,99.88210881983271
NUMBER TILE COTTAGE GARDEN No,6.300000000000001,1258585.48000001,99.88160885050543,99.88260878916
BLUE HANGING GINGHAM EASTER HEN,6.3,1258604.3800000101,99.88310875848728,99.88310875848728
SET/6 GINGERBREAD TREE T-LIGHTS,6.25,1258610.6300000101,99.88360475980403,99.88360475980403
"GUMBALL COATHOOK., BLACK & WHITE ",6.25,1258629.3800000101,99.88509276375426,99.88410076112078
BLUE LEAVES AND BEADS PHONE CHARM,6.25,1258648.1300000101,99.88658076770449,99.88459676243751
PINK CHERRY BLOSSOM CUP & SAUCER,6.25,1258635.6300000101,99.885588765071,99.88509276375426
ORANGE FELT VASE + FLOWERS,6.25,1258641.8800000101,99.88608476638775,99.885588765071
FRENCH BLUE METAL DOOR SIGN 0,6.25,1258616.8800000101,99.88410076112078,99.88608476638775
PINK FEATHERS CURTAIN,6.25,1258623.1300000101,99.88459676243751,99.88658076770449
PINK CLEAR GLASS CANDLE PLATE,6.25,1258654.3800000101,99.88707676902125,99.88707676902125
HAPPY ANNIVERSARY CANDLE LETTERS,6.24,1258660.6200000101,99.88757197673588,99.88757197673588
ORANGE VOTIVE CANDLE,6.1899999999999995,1258666.81000001,99.88806321643999,99.88806321643999
WINE BOTTLE DRESSING LT.BLUE,6.09,1258678.9900000102,99.88902982380607,99.88854652012303
ORIGAMI ROSE INCENSE CONES,6.09,1258685.0800000103,99.88951312748911,99.88902982380607
FOOD/DRINK SPONGE STICKERS,6.09,1258672.9000000102,99.88854652012303,99.88951312748911
FOLKART ZINC CLIP ON ANGEL WINGS,6.08,1258691.1600000104,99.88999563757004,99.88999563757004
ASSORTED CIRCULAR MOBILE,6.06,1258697.2200000104,99.89047656044676,99.89047656044676
PARTY PIZZA DISH GREEN WHITE SPOT ,5.95,1258709.1200000104,99.89142094695383,99.89094875370029
BLUE BUTTERFLY ON SPRING,5.95,1258703.1700000104,99.89094875370029,99.89142094695383
LARGE SILVER BALUSTRADE CANDLESTICK,5.95,1258744.82000001,99.89425410647506,99.89189314020737
"F.FAIRY S/3 SML CANDLE, LAVENDER",5.95,1258738.8700000101,99.89378191322153,99.8923653334609
"F.FAIRY S/3 SML CANDLE, ROSE",5.95,1258732.9200000102,99.89330971996799,99.89283752671444
OPAL WHITE/SILVER FLOWER NECKLACE,5.95,1258726.9700000102,99.89283752671444,99.89330971996799
"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",5.95,1258721.0200000103,99.8923653334609,99.89378191322153
SILVER/NAT SHELL NECKLACE W PENDANT,5.95,1258715.0700000103,99.89189314020737,99.89425410647506
PINK AND BLACK STRING CURTAIN,5.95,1258762.67000001,99.89567068623568,99.8947262997286
SPOTTED WHITE NATURAL SEED NECKLACE,5.95,1258750.77000001,99.8947262997286,99.89519849298213
BLUE BAROQUE FLOCK CANDLE HOLDER,5.95,1258756.72000001,99.89519849298213,99.89567068623568
2 DAISIES HAIR COMB,5.9,1258768.5700000098,99.89613891147867,99.89613891147867
RABBIT EASTER DECORATION,5.9,1258780.3700000097,99.89707536196467,99.89660713672167
PURPLE ENAMEL FLOWER HAIR TIE,5.9,1258774.4700000098,99.89660713672167,99.89707536196467
"GLASS JAR, ENGLISH CONFECTIONERY",5.9,1258792.1700000095,99.89801181245068,99.89754358720766
BROWN VINTAGE VICTORIAN EARRINGS,5.9,1258786.2700000096,99.89754358720766,99.89801181245068
BLACK CRYSTAL DROP EARRINGS,5.9,1258803.9700000093,99.89894826293667,99.89848003769367
GREEN STONE/CRYSTAL EARRINGS,5.9,1258798.0700000094,99.89848003769367,99.89894826293667
GLASS BEAD HOOP EARRINGS GREEN,5.9,1258821.670000009,99.90035293866566,99.89941648817965
GREEN ENAMEL FLOWER HAIR TIE,5.9,1258827.570000009,99.90082116390866,99.89988471342267
POLKADOT COFFEE CUP & SAUCER PINK,5.9,1258833.4700000088,99.90128938915166,99.90035293866566
"JEWELLED DECORATION,PINK",5.9,1258815.770000009,99.89988471342267,99.90082116390866
BOX OF 3 PEBBLE CANDLES,5.9,1258839.3700000087,99.90175761439465,99.90128938915166
OLD ROSE COMBO BEAD NECKLACE,5.9,1258809.8700000092,99.89941648817965,99.90175761439465
GLASS BEAD HOOP EARRINGS BLACK,5.9,1258857.0700000084,99.90316229012366,99.90222583963767
PACK/12 RUSSIAN DOLL CARDS,5.9,1258862.9700000084,99.90363051536666,99.90269406488066
"ACRYLIC BEAD GARLAND,PINK",5.9,1258874.7700000082,99.90456696585267,99.90316229012366
PINK PORCELAIN B'FLY OIL BURNER,5.9,1258868.8700000083,99.90409874060965,99.90363051536666
DROP DIAMANTE EARRINGS GREEN,5.9,1258845.2700000086,99.90222583963767,99.90409874060965
PURPLE DRESS JEWELLERY STAND,5.9,1258851.1700000085,99.90269406488066,99.90456696585267
"GREETING CARD, RITA",5.89,1258880.660000008,99.90503439749355,99.90503439749355
PINK HANGING GINGHAM EASTER HEN,5.88,1258892.4200000078,99.90596767357111,99.90550103553234
SPOTS ON RED BOOKCOVER TAPE,5.88,1258886.540000008,99.90550103553234,99.90596767357111
BLUE POLKADOT BEAKER ,5.85,1258904.120000008,99.90689618803607,99.90643193080359
NUMBER TILE COTTAGE GARDEN 4,5.85,1258898.270000008,99.90643193080359,99.90689618803607
"NUMBER TILE COTTAGE GARDEN, 5",5.85,1258909.9700000081,99.90736044526857,99.90736044526857
"ASS RETROSPOOF MUGS,SPORTS",5.84,1258915.8100000082,99.90782390889893,99.90782390889893
 STAR  T-LIGHT HOLDER ,5.8,1258927.4100000083,99.90874448734282,99.90828419812088
HANGING CHICK  YELLOW DECORATION,5.8,1258921.6100000083,99.90828419812088,99.90874448734282
 WHITE BAMBOO RIBS LAMPSHADE,5.74,1258933.1500000083,99.90920001495212,99.90920001495212
ROUND BLUE CLOCK W/SUCKER,5.74,1258938.8900000083,99.90965554256141,99.90965554256141
MINI HIGHLIGHTER PENS,5.7,1258950.2900000082,99.91056024896315,99.91010789576228
TEATIME GEL PENS ASST,5.7,1258944.5900000082,99.91010789576228,99.91056024896315
PIECE OF CAMO STATIONERY SET,5.67,1258955.960000008,99.9110102213577,99.9110102213577
DADDY MOUSE RED GINGHAM BOW TIE,5.45,1258961.410000008,99.9114427345059,99.9114427345059
WHITE CHRISTMAS FLOCK DROPLET ,5.42,1258966.830000008,99.91187286684777,99.91187286684777
WHITE SAGE INCENSE,5.41,1258972.240000008,99.91230220558754,99.91230220558754
ASSORTED BOTTLE TOP  MAGNETS ,5.3999999999999995,1258977.6400000078,99.9127307507252,99.9127307507252
PINK CHRISTMAS TREE DECORATION,5.37,1258983.010000008,99.91315691505656,99.91315691505656
FLOWER FAIRY POTPOURRI CUSHION LILY,5.33,1258988.340000008,99.91357990497947,99.91357990497947
PINK FLUFFY CHRISTMAS DECORATION,5.32,1258993.660000008,99.9140021013003,99.9140021013003
ORIGAMI OPIUM INCENSE CONES,5.25,1259009.410000008,99.9152520246185,99.91441874240637
ORIGAMI SANDLEWOOD INCENSE IN TUBE,5.25,1258998.910000008,99.91441874240637,99.91483538351243
ORIGAMI SANDLEWOOD INCENSE CONES,5.25,1259004.160000008,99.91483538351243,99.9152520246185
LAVENDER SCENT CAKE CANDLE,5.24,1259014.650000008,99.91566787212246,99.91566787212246
ENGLISH ROSE DESIGN SHOPPING BAG,5.1,1259029.9500000083,99.91688208334585,99.91607260919692
GROOVY CACTUS INFLATABLE,5.1,1259024.8500000082,99.91647734627139,99.91647734627139
BAKING MOULD CHOCOLATE CUP CAKES,5.1,1259019.7500000081,99.91607260919692,99.91688208334585
PINK DAISY BAG CHARM,5.1,1259045.2500000086,99.91809629456927,99.91728682042034
PINK ROSEBUD PEARL EARRINGS,5.1,1259050.3500000087,99.91850103164374,99.9176915574948
DAISY HAIR COMB,5.1,1259035.0500000084,99.91728682042034,99.91809629456927
FELTCRAFT HAIRBANDS PINK + WHITE ,5.1,1259040.1500000085,99.9176915574948,99.91850103164374
NECKLACE+BRACELET SET PINK BLOSSOM,5.1,1259055.4500000088,99.91890576871822,99.91890576871822
SET OF 4 NAPKIN CHARMS INSTUMENT   ,5.1,1259060.550000009,99.9193105057927,99.9193105057927
KASHMIR FOLKART HEART DISHES,5.07,1259065.620000009,99.91971286206083,99.91971286206083
VANILLA CANDLE IN EMBOSSED ZINC POT,5.07,1259070.690000009,99.92011521832899,99.92011521832899
HEN HOUSE W CHICK IN NEST,5.04,1259080.770000009,99.92091516925264,99.92051519379082
BLACK ORANGE SQUEEZER,5.04,1259075.730000009,99.92051519379082,99.92091516925264
SPHERICAL IVORY CANDLE ,5.04,1259090.8500000092,99.92171512017629,99.92131514471446
LILAC GAUZE BUTTERFLY LAMPSHADE,5.04,1259085.8100000091,99.92131514471446,99.92171512017629
FRENCH BLUE METAL DOOR SIGN 8,5.0,1259120.8500000092,99.92409592649666,99.92211192122969
YELLOW BROWN BEAR FELT PURSE KIT,5.0,1259115.8500000092,99.92369912544326,99.92250872228308
DUSTY PINK CHRISTMAS TREE 30CM,5.0,1259095.8500000092,99.92211192122969,99.92290552333648
BLUE FLOWER DES PURSE,5.0,1259100.8500000092,99.92250872228308,99.92330232438988
TIN CAN BISCUITS DESIGN,5.0,1259130.8500000092,99.92488952860346,99.92369912544326
WHITE/BLUE RECT CERAMIC OIL BURNER,5.0,1259125.8500000092,99.92449272755006,99.92409592649666
"LETTER ""Z"" BLING KEY RING",5.0,1259105.8500000092,99.92290552333648,99.92449272755006
SET OF 4 CAROUSEL PLACEMATS ,5.0,1259110.8500000092,99.92330232438988,99.92488952860346
ASS COL CIRCLE MOBILE ,4.9799999999999995,1259135.8300000092,99.92528474245263,99.92528474245263
"FELTCRAFT HAIRBAND, S/2, RED/BLUE",4.97,1259140.8000000091,99.92567916269971,99.92567916269971
THE KING GIFT BAG,4.96,1259145.760000009,99.92607278934467,99.92607278934467
MOP PENDANT SHELL NECKLACE,4.95,1259170.5100000089,99.92803695455896,99.92646562238752
BLACK GLASS BRACELET W HEART CHARMS,4.95,1259175.4600000088,99.92842978760183,99.92685845543039
"TRAY FOR TV DINNER , DOLLY GIRL",4.95,1259165.560000009,99.9276441215161,99.92725128847326
"TRAY FOR TV DINNER ,SPACEBOY",4.95,1259160.610000009,99.92725128847326,99.9276441215161
RUSSIAN FOLKART STACKING TINS,4.95,1259150.710000009,99.92646562238752,99.92803695455896
11 PC CERAMIC TEA SET POLKADOT,4.95,1259155.660000009,99.92685845543039,99.92842978760183
CHILDRENS CIRCUS PARADE MUG,4.949999999999999,1259195.2600000086,99.93000111977325,99.92882262064468
ROUND FOOD CONTAINER S/5 RETROSPOT,4.949999999999999,1259200.2100000086,99.9303939528161,99.92921545368753
CAROUSEL CHILDRENS APRON,4.949999999999999,1259180.4100000088,99.92882262064468,99.9296082867304
CROCHET LILAC/RED BEAR KEYRING,4.949999999999999,1259190.3100000087,99.9296082867304,99.93000111977325
CROCHET POODLE KEYRING,4.949999999999999,1259185.3600000087,99.92921545368753,99.9303939528161
ASSORTED LAQUERED INCENSE HOLDERS,4.76,1259204.9700000086,99.93077170741894,99.93077170741894
S/4 CONTEMPORY RED ROSEBUD CANDLES,4.7,1259209.6700000085,99.93114470040913,99.93114470040913
CARDHOLDER GINGHAM HEART,4.65,1259214.3200000084,99.93151372538878,99.93151372538878
FOLDING SHIRT TIDY,4.65,1259218.9700000084,99.93188275036844,99.93188275036844
WINE BOTTLE DRESSING DARK BLUE,4.64,1259223.6100000083,99.93225098174598,99.93225098174598
SET OF 6 DOTS CHOPSTICKS,4.62,1259232.8500000085,99.93298427009267,99.93261762591933
FAIRY CAKES GIFT BAG,4.62,1259228.2300000084,99.93261762591933,99.93298427009267
HEARTS PENCIL/RUBBER+5 MINI PENCILS,4.62,1259237.4700000086,99.93335091426601,99.93335091426601
"ACRYLIC JEWEL ANGEL,PINK",4.51,1259241.9800000086,99.93370882881618,99.93370882881618
METAL BASE FOR CANDLES,4.49,1259246.4700000086,99.93406515616213,99.93406515616213
PINK FEATHER CHRISTMAS DECORATION,4.48,1259250.9500000086,99.93442068990596,99.93442068990596
DAISY ERASERS IN BAG,4.46,1259255.4100000085,99.9347746364456,99.9347746364456
BLUE GLASS GEMS IN BAG,4.26,1259259.6700000085,99.93511271094309,99.93511271094309
BAG FOR CHILDREN VINTAGE PINK ,4.25,1259276.6700000085,99.93646183452464,99.93544999183848
"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",4.25,1259297.9200000085,99.93814823900156,99.93578727273386
BAG FOR CHILDREN VINTAGE BLUE ,4.25,1259268.1700000085,99.93578727273386,99.93612455362924
SPOTTY COCKEREL DOORSTOP,4.25,1259280.9200000085,99.93679911542002,99.93646183452464
FLOWER PURPLE CLOCK W/SUCKER,4.25,1259289.4200000085,99.9374736772108,99.93679911542002
LARGE GLASS HEART TRINKET POT,4.25,1259293.6700000085,99.93781095810618,99.93713639631541
ASSORTED SANTA CHRISTMAS DECORATION,4.25,1259272.4200000085,99.93612455362924,99.9374736772108
ZINC HEART HANGER WITH HOOKS,4.25,1259263.9200000085,99.93544999183848,99.93781095810618
S/4 BLACK DISCO PARTITION PANEL,4.25,1259285.1700000085,99.93713639631541,99.93814823900156
MINI JIGSAW FIDO,4.2,1259302.1200000085,99.93848155188641,99.93848155188641
FRENCH LAVENDER SCENT HEART,4.2,1259310.5200000084,99.93914817765611,99.93881486477126
 LARGE SKULL WINDMILL,4.2,1259327.3200000082,99.9404814291955,99.93914817765611
"ACRYLIC JEWEL SNOWFLAKE, PINK",4.2,1259314.7200000084,99.93948149054096,99.93948149054096
PINK GLASS COCKTAIL LAMP,4.2,1259323.1200000083,99.94014811631065,99.9398148034258
MULTICOLOUR CRUSOE CHECK LAMPSHADE,4.2,1259306.3200000084,99.93881486477126,99.94014811631065
MODERN CHRISTMAS TREE CANDLE ,4.2,1259318.9200000083,99.9398148034258,99.9404814291955
PINK FAIRY CAKE COASTER,4.1899999999999995,1259331.5100000082,99.94081394847825,99.94081394847825
FOOD/DRINK SPUNGE STICKERS,4.1499999999999995,1259335.660000008,99.94114329335257,99.94114329335257
SET OF 4 GREEN CAROUSEL COASTERS,4.13,1259339.790000008,99.94147105102266,99.94147105102266
FAN BLACK FRAME ,4.06,1259343.850000008,99.94179325347801,99.94179325347801
DOOR MAT CAMOUFLAGE,4.0,1259351.850000008,99.94242813516345,99.94211069432073
SMALL FOLDING SCISSOR(POINTED EDGE),4.0,1259347.850000008,99.94211069432073,99.94242813516345
GREEN POP ART MAO CUSHION COVER ,3.99,1259355.840000008,99.94274478240406,99.94274478240406
HOUSE SHAPE PENCIL SHARPENER,3.9899999999999998,1259359.830000008,99.94306142964466,99.94306142964466
POP ART PUSH DOWN RUBBER ,3.96,1259363.790000008,99.94337569607895,99.94337569607895
GLASS BELL JAR SMALL,3.95,1259367.740000008,99.94368916891113,99.94368916891113
PINK/WHITE CHRISTMAS TREE 30CM,3.9000000000000004,1259371.6400000078,99.94399867373276,99.94399867373276
MAGIC GARDEN FELT GARLAND ,3.9,1259387.2400000074,99.94523669301934,99.94430817855442
NUMBER TILE COTTAGE GARDEN 0 ,3.9,1259383.3400000075,99.9449271881977,99.94461768337605
NUMBER TILE VINTAGE FONT 1,3.9,1259434.0400000063,99.94895075087904,99.9449271881977
"NUMBER TILE COTTAGE GARDEN, 0 ",3.9,1259430.1400000064,99.94864124605739,99.94523669301934
LUNCHBOX I LOVE LONDON,3.9,1259379.4400000076,99.94461768337605,99.94554619784098
NUMBER TILE VINTAGE FONT 5,3.9,1259375.5400000077,99.94430817855442,99.94585570266263
"NUMBER TILE COTTAGE GARDEN, 6",3.9,1259449.640000006,99.95018877016561,99.94616520748426
"NUMBER TILE COTTAGE GARDEN, 7",3.9,1259445.740000006,99.94987926534395,99.94647471230591
FUSCHIA VOILE POINTY SHOE DEC,3.9,1259441.8400000061,99.94956976052232,99.94678421712754
"NUMBER TILE COTTAGE GARDEN, 8",3.9,1259437.9400000062,99.94926025570068,99.94709372194919
"NUMBER TILE COTTAGE GARDEN, 3 ",3.9,1259395.0400000073,99.94585570266263,99.94740322677083
PASTEL BLUE PHOTO ALBUM,3.9,1259391.1400000073,99.94554619784098,99.94771273159247
"NUMBER TILE COTTAGE GARDEN, 4",3.9,1259426.2400000065,99.94833174123575,99.94802223641412
NUMBER TILE COTTAGE GARDEN 7,3.9,1259422.3400000066,99.94802223641412,99.94833174123575
"NUMBER TILE COTTAGE GARDEN, 2",3.9,1259418.4400000067,99.94771273159247,99.94864124605739
NUMBER TILE COTTAGE GARDEN 5,3.9,1259414.5400000068,99.94740322677083,99.94895075087904
NUMBER TILE VINTAGE FONT 9 ,3.9,1259410.6400000069,99.94709372194919,99.94926025570068
RHOMBUS CRYSTAL PERFUME BOTTLE,3.9,1259406.740000007,99.94678421712754,99.94956976052232
NUMBER TILE VINTAGE FONT 8,3.9,1259402.840000007,99.94647471230591,99.94987926534395
NUMBER TILE COTTAGE GARDEN 1,3.9,1259398.9400000072,99.94616520748426,99.95018877016561
CIRCUS PARADE LUNCHBOX ,3.9,1259457.4400000058,99.95080777980888,99.95049827498724
NUMBER TILE COTTAGE GARDEN 2,3.9,1259453.5400000059,99.95049827498724,99.95080777980888
MODERN CHRISTMAS TREE CANDLE,3.8000000000000003,1259461.2400000058,99.95110934860946,99.95110934860946
"GREETING CARD, OVERCROWDED POOL.",3.8,1259465.0400000059,99.95141091741006,99.95141091741006
MINI JIGSAW BUNNIES AT HOME,3.78,1259472.600000006,99.9520108806028,99.95171089900641
WRAP WINTER FOREST,3.78,1259468.820000006,99.95171089900641,99.9520108806028
GLASS AND PAINTED BEADS BRACELET OL,3.75,1259506.350000006,99.95468928771322,99.95230848139283
WHITE VINTAGE CRYSTAL EARRINGS,3.75,1259510.100000006,99.95498688850326,99.95260608218288
"FLOWER FAIRY MUG+COASTER,ROSE",3.75,1259513.850000006,99.9552844892933,99.95290368297293
FIRE POLISHED GLASS BRACELET RED,3.75,1259517.600000006,99.95558209008335,99.95320128376298
S/6 CHRISTMAS TREE PLACE SETTING,3.75,1259487.600000006,99.95320128376298,99.95349888455303
BAROQUE BUTTERFLY EARRINGS CRYSTAL,3.75,1259483.850000006,99.95290368297293,99.95379648534308
BAROQUE BUTTERFLY EARRINGS RED,3.75,1259480.100000006,99.95260608218288,99.95409408613311
TIN CAN KINGS CHOICE DESIGN,3.75,1259476.350000006,99.95230848139283,99.95439168692316
WHITE WOOD SINGLE P/FRAME,3.75,1259502.600000006,99.95439168692316,99.95468928771322
JADE GREEN PAIR ENAMEL HAIR SLIDES,3.75,1259498.850000006,99.95409408613311,99.95498688850326
PINK BUTTERFLY PAPER LAMPSHADE,3.75,1259495.100000006,99.95379648534308,99.9552844892933
PINK FLOCK SUEDE CUSHION COVER ,3.75,1259491.350000006,99.95349888455303,99.95558209008335
GREEN LEAVES AND BEADS PHONE CHARM,3.75,1259521.350000006,99.95587969087339,99.95587969087339
SMALL GLASS ROSE SCENTED CANDLE,3.75,1259525.100000006,99.95617729166345,99.95617729166345
"ACRYLIC JEWEL SNOWFLAKE,BLUE",3.69,1259528.7900000059,99.95647013084084,99.95647013084084
SET 5 MINI CHOCOLATE FRIDGE MAGNETS,3.6799999999999997,1259532.4700000058,99.95676217641613,99.95676217641613
GOLD PRINT PAPER BAG,3.65,1259536.1200000057,99.9570518411851,99.9570518411851
ASSORTED COLOUR SUCTION CUP HOOK,3.61,1259539.7300000058,99.95733833154567,99.95733833154567
RED POLKADOT BEAKER ,3.5999999999999996,1259543.330000006,99.95762402830412,99.95762402830412
PEARL AND CHERRY QUARTZ BRACLET,3.5,1259546.830000006,99.9579017890415,99.9579017890415
CERISE+GOLD CHRISTMAS TREE DEC,3.42,1259550.2500000058,99.95817320096202,99.95817320096202
SET/20 POSIES PAPER NAPKINS,3.4,1259580.850000005,99.96060162340873,99.95844302567832
CRYSTAL CZECH CROSS PHONE CHARM,3.4,1259584.250000005,99.96087144812503,99.95871285039463
ASSORTED DESIGN FLOWER MUGS,3.4,1259587.6500000048,99.96114127284133,99.95898267511092
RASTA IN BATH W SPLIFF ASHTRAY,3.4,1259577.450000005,99.96033179869244,99.95925249982722
IVORY HANGING DECORATION  RABBIT,3.4,1259563.8500000054,99.95925249982722,99.95952232454353
BLUE FELT HANGING HEART W FLOWER,3.4,1259567.2500000054,99.95952232454353,99.95979214925983
PURPLE TINT ACRYLIC FLOWER VASE,3.4,1259574.0500000052,99.96006197397614,99.96006197397614
YELLOW FELT HANGING HEART W FLOWER,3.4,1259557.0500000056,99.95871285039463,99.96033179869244
WOOD XMAS TREE 9 FIG SHELVES,3.4,1259560.4500000055,99.95898267511092,99.96060162340873
